tag,name,rank,thLevel,warID,order_,attackerTag,defenderTag,stars,new_stars,destructionPercentage,war_player.defenderTag,defenderName,defenderRank,defenderTH,attacker_is_home_clan,home_clan_tag,home_clan_name,home_clan_level,enemy_clan_tag,enemy_clan_name,enemy_clan_level,war_start_time,war_size,type
#P2GQG0RPY,Катрин,13,18,16054194,1,#P2GQG0RPY,#G9LPQQJG2,3,3,100,#G9LPQQJG2,scoqui,13,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#G0PLUJ8Y,~AvengerS~,36,2026-06-25 09:39:44,15,league
#G9LPQQJG2,scoqui,13,18,16054194,2,#G9LPQQJG2,#98CC8QL9U,3,3,100,#98CC8QL9U,lV_()_()_l3,15,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#G0PLUJ8Y,~AvengerS~,36,2026-06-25 09:39:44,15,league
#2LJJPQ80Y,°°°AKiLiS°°°,14,18,16054194,3,#2LJJPQ80Y,#VLYRCPQ9,3,3,100,#VLYRCPQ9,Серёга 250,6,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#G0PLUJ8Y,~AvengerS~,36,2026-06-25 09:39:44,15,league
#98CC8QL9U,lV_()_()_l3,15,18,16054194,4,#98CC8QL9U,#9GPRPC02R,3,3,100,#9GPRPC02R,BRUTHUTHUSII's,15,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#G0PLUJ8Y,~AvengerS~,36,2026-06-25 09:39:44,15,league
#P0RVCRJVQ,...oOAZiSs...,5,18,16054194,5,#P0RVCRJVQ,#22L9CVGQG,2,2,96,#22L9CVGQG,BrazilianHeIIz,1,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#G0PLUJ8Y,~AvengerS~,36,2026-06-25 09:39:44,15,league
#9YQGQGRVR,Thuthu,2,18,16054194,6,#9YQGQGRVR,#2RGG0QJ2,3,3,100,#2RGG0QJ2,NEO,1,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#G0PLUJ8Y,~AvengerS~,36,2026-06-25 09:39:44,15,league
#8VJU02QGJ,Thuria,5,18,16054194,7,#8VJU02QGJ,#89LRUG22V,3,3,100,#89LRUG22V,Моряна,8,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#G0PLUJ8Y,~AvengerS~,36,2026-06-25 09:39:44,15,league
#22L9CVGQG,BrazilianHeIIz,1,18,16054194,8,#22L9CVGQG,#YGVV92QR,3,3,100,#YGVV92QR,FaZe_Merko,11,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#G0PLUJ8Y,~AvengerS~,36,2026-06-25 09:39:44,15,league
#LPLQC28RC,Rogério ™,9,18,16054194,9,#LPLQC28RC,#PVJC8Y8LV,3,3,100,#PVJC8Y8LV,✴️Л а к ш м и✴️,14,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#G0PLUJ8Y,~AvengerS~,36,2026-06-25 09:39:44,15,league
#2RGG0QJ2,NEO,1,18,16054194,10,#2RGG0QJ2,#999QY98Q,3,3,100,#999QY98Q,MV Manager,4,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#G0PLUJ8Y,~AvengerS~,36,2026-06-25 09:39:44,15,league
#G0CJYJJR,GLADIATOR,9,18,16051585,1,#G0CJYJJR,#LPLQC28RC,2,2,93,#LPLQC28RC,Rogério ™,9,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#2Y2PYY8QU,Navid,12,18,16051585,2,#2Y2PYY8QU,#PQVRVGV89,3,3,100,#PQVRVGV89,Guilherme,8,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#G9LPQQJG2,scoqui,13,18,16051585,3,#G9LPQQJG2,#90890L8YJ,3,3,100,#90890L8YJ,Ghazal,14,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#LPLQC28RC,Rogério ™,9,18,16051585,4,#LPLQC28RC,#28VR9G8QQ,3,3,100,#28VR9G8QQ,TIGER,15,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#999QY98Q,MV Manager,3,18,16051585,5,#999QY98Q,#R0G0P9R8,3,3,100,#R0G0P9R8,KING ESI BLACK,3,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#9YQGQGRVR,Thuthu,4,18,16051585,6,#9YQGQGRVR,#UV9JPCLQ,3,3,100,#UV9JPCLQ,⚡️Amin⚡️,1,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#8VJU02QGJ,Thuria,5,18,16051585,7,#8VJU02QGJ,#22L02GG8V,3,3,100,#22L02GG8V,مهرداد,2,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#8RPRUJRJ,CYRUS♦️MOHSEN,10,18,16051585,8,#8RPRUJRJ,#9YQGQGRVR,3,3,100,#9YQGQGRVR,Thuthu,4,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#GQ2VCCY9,♠️♥️FARAZ♥️♠️,7,18,16051585,9,#GQ2VCCY9,#PCU8RGJ09,1,1,90,#PCU8RGJ09,FERT,12,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#22L9CVGQG,BrazilianHeIIz,2,18,16051585,10,#22L9CVGQG,#2C8RV8VY,3,3,100,#2C8RV8VY,KOROUSH LIDER,13,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#R80VLQJU,─•●‌★∀ґмѦИ☆●•─,5,18,16051585,11,#R80VLQJU,#2LJJPQ80Y,3,3,100,#2LJJPQ80Y,°°°AKiLiS°°°,14,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#R8VUCJL8,MarceloG,7,18,16051585,12,#R8VUCJL8,#20J9P8LG,3,3,100,#20J9P8LG,ESI HERCULES,4,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#2JJCCUQPR,n1_badboy,6,18,16051585,13,#2JJCCUQPR,#8GRGU08JU,3,3,100,#8GRGU08JU,Monspiet,6,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#PCU8RGJ09,FERT,12,18,16051585,14,#PCU8RGJ09,#2PLLGVGQY,3,3,100,#2PLLGVGQY,☆ KING ARSHIA ☆,11,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#QCJYP29C2,Kingslayer,11,18,16051585,15,#QCJYP29C2,#GQ2VCCY9,3,3,100,#GQ2VCCY9,♠️♥️FARAZ♥️♠️,7,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#UV9JPCLQ,⚡️Amin⚡️,1,18,16051585,16,#UV9JPCLQ,#9LYR8GRG,3,3,100,#9LYR8GRG,CMN,1,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#2PLLGVGQY,☆ KING ARSHIA ☆,11,18,16051585,17,#2PLLGVGQY,#22L9CVGQG,3,3,100,#22L9CVGQG,BrazilianHeIIz,2,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#R0G0P9R8,KING ESI BLACK,3,18,16051585,18,#R0G0P9R8,#999QY98Q,3,3,100,#999QY98Q,MV Manager,3,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#20J9P8LG,ESI HERCULES,4,18,16051585,19,#20J9P8LG,#2P9PV98G,3,3,100,#2P9PV98G,GirafaAssassina,10,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#2C8RV8VY,KOROUSH LIDER,13,18,16051585,20,#2C8RV8VY,#QCJYP29C2,2,2,83,#QCJYP29C2,Kingslayer,11,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#28VR9G8QQ,TIGER,15,18,16051585,21,#28VR9G8QQ,#9GPRPC02R,3,3,100,#9GPRPC02R,BRUTHUTHUSII's,15,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#90890L8YJ,Ghazal,14,18,16051585,22,#90890L8YJ,#G9LPQQJG2,3,3,100,#G9LPQQJG2,scoqui,13,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#2LJJPQ80Y,°°°AKiLiS°°°,14,18,16051585,23,#2LJJPQ80Y,#2JJCCUQPR,3,3,100,#2JJCCUQPR,n1_badboy,6,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#2JR8J0VVJ,small clasher,8,18,16051585,24,#2JR8J0VVJ,#8VJU02QGJ,2,2,72,#8VJU02QGJ,Thuria,5,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#9GPRPC02R,BRUTHUTHUSII's,15,18,16051585,25,#9GPRPC02R,#8RPRUJRJ,2,2,72,#8RPRUJRJ,CYRUS♦️MOHSEN,10,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#PQVRVGV89,Guilherme,8,18,16051585,26,#PQVRVGV89,#G0CJYJJR,3,3,100,#G0CJYJJR,GLADIATOR,9,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#2P9PV98G,GirafaAssassina,10,18,16051585,27,#2P9PV98G,#2Y2PYY8QU,3,3,100,#2Y2PYY8QU,Navid,12,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#9LYR8GRG,CMN,1,18,16051585,28,#9LYR8GRG,#R80VLQJU,3,3,100,#R80VLQJU,─•●‌★∀ґмѦИ☆●•─,5,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#8GRGU08JU,Monspiet,6,18,16051585,29,#8GRGU08JU,#2JR8J0VVJ,2,2,97,#2JR8J0VVJ,small clasher,8,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#22L02GG8V,مهرداد,2,18,16051585,30,#22L02GG8V,#R8VUCJL8,3,3,100,#R8VUCJL8,MarceloG,7,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#2C0GJ8VJQ,⭐️⭐️⭐️,4,2026-06-24 09:37:24,15,league
#99CVUJGC2,Nebil #2,14,18,16046208,1,#99CVUJGC2,#PCU8RGJ09,3,3,100,#PCU8RGJ09,FERT,12,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#90P0LUU2,Nebil #1,12,18,16046208,2,#90P0LUU2,#R8VUCJL8,2,2,92,#R8VUCJL8,MarceloG,7,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#8JC99080R,Ñ€BÎ£,11,18,16046208,3,#8JC99080R,#G9LPQQJG2,3,3,100,#G9LPQQJG2,scoqui,13,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#G9LPQQJG2,scoqui,13,18,16046208,4,#G9LPQQJG2,#PPJ9JQPQ8,3,3,100,#PPJ9JQPQ8,ThEja$,16,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#80PUL9P2C,JoBy cHikKu,4,18,16046208,5,#80PUL9P2C,#9YQGQGRVR,3,3,100,#9YQGQGRVR,Thuthu,4,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#999QY98Q,MV Manager,3,18,16046208,6,#999QY98Q,#8JUVVU2C9,3,3,100,#8JUVVU2C9,wolverine,3,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#9YQGQGRVR,Thuthu,4,18,16046208,7,#9YQGQGRVR,#PCY2CRYQV,3,3,100,#PCY2CRYQV,GK,1,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#8VJU02QGJ,Thuria,5,18,16046208,8,#8VJU02QGJ,#80PUL9P2C,3,3,100,#80PUL9P2C,JoBy cHikKu,4,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#22L9CVGQG,BrazilianHeIIz,2,18,16046208,9,#22L9CVGQG,#99CVUJGC2,3,3,100,#99CVUJGC2,Nebil #2,14,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#8JUVVU2C9,wolverine,3,18,16046208,10,#8JUVVU2C9,#999QY98Q,3,3,100,#999QY98Q,MV Manager,3,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#QCJYP29C2,Kingslayer,11,18,16046208,11,#QCJYP29C2,#8JC99080R,2,2,96,#8JC99080R,Ñ€BÎ£,11,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#R8VUCJL8,MarceloG,7,18,16046208,12,#R8VUCJL8,#PPGR8VPU2,3,3,100,#PPGR8VPU2,KL - 6IЖ9IИΞ致命,7,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#9RJUPGVUP,XLNCxBL@CKOUT,15,18,16046208,13,#9RJUPGVUP,#2LJJPQ80Y,3,3,100,#2LJJPQ80Y,°°°AKiLiS°°°,14,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#PPGR8VPU2,KL - 6IЖ9IИΞ致命,7,18,16046208,14,#PPGR8VPU2,#8VJU02QGJ,3,3,100,#8VJU02QGJ,Thuria,5,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#PCY2CRYQV,GK,1,18,16046208,15,#PCY2CRYQV,#9LYR8GRG,3,3,100,#9LYR8GRG,CMN,1,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#99G890LP9,AD KOchi,13,18,16046208,16,#99G890LP9,#QCJYP29C2,1,1,77,#QCJYP29C2,Kingslayer,11,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#LPLQC28RC,Rogério ™,9,18,16046208,17,#LPLQC28RC,#9RJUPGVUP,3,3,100,#9RJUPGVUP,XLNCxBL@CKOUT,15,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#9UQ0PP98U,KARNAN™,8,18,16046208,18,#9UQ0PP98U,#PQVRVGV89,3,3,100,#PQVRVGV89,Guilherme,8,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#PQVRVGV89,Guilherme,8,18,16046208,19,#PQVRVGV89,#8CUGGUCYC,3,3,100,#8CUGGUCYC,chathan,6,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#2LJJPQ80Y,°°°AKiLiS°°°,14,18,16046208,20,#2LJJPQ80Y,#9LJYLVRRG,3,3,100,#9LJYLVRRG,诶提FRAG・XD,9,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#2P9PV98G,GirafaAssassina,10,18,16046208,21,#2P9PV98G,#9UQ0PP98U,3,3,100,#9UQ0PP98U,KARNAN™,8,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#9LYR8GRG,CMN,1,18,16046208,22,#9LYR8GRG,#90P0LUU2,3,3,100,#90P0LUU2,Nebil #1,12,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#PCU8RGJ09,FERT,12,18,16046208,23,#PCU8RGJ09,#VJ2UG9CJ,2,2,93,#VJ2UG9CJ,ABin ShiBu,10,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#9GPRPC02R,BRUTHUTHUSII's,15,18,16046208,24,#9GPRPC02R,#99G890LP9,2,2,97,#99G890LP9,AD KOchi,13,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#8GRGU08JU,Monspiet,6,18,16046208,25,#8GRGU08JU,#9P9PUJJL8,3,3,100,#9P9PUJJL8,SirSm0keAl0t©,2,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#9P9PUJJL8,SirSm0keAl0t©,2,18,16046208,26,#9P9PUJJL8,#22L9CVGQG,3,3,100,#22L9CVGQG,BrazilianHeIIz,2,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#8CUGGUCYC,chathan,6,18,16046208,27,#8CUGGUCYC,#8GRGU08JU,3,3,100,#8GRGU08JU,Monspiet,6,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#9LJYLVRRG,诶提FRAG・XD,9,18,16046208,28,#9LJYLVRRG,#LPLQC28RC,3,3,100,#LPLQC28RC,Rogério ™,9,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#PPJ9JQPQ8,ThEja$,16,18,16046208,29,#PPJ9JQPQ8,#9GPRPC02R,0,0,11,#9GPRPC02R,BRUTHUTHUSII's,15,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#8L88LYL,KERALA SKEMERZZ,35,2026-06-23 09:34:48,15,league
#LPVCR9RVL,Mithun 2017,17,18,16039262,1,#LPVCR9RVL,#22L9CVGQG,3,3,100,#22L9CVGQG,BrazilianHeIIz,2,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#G0CG2G8R,Rising Tigers,28,2026-06-22 09:34:39,15,league
#9YQGQGRVR,Thuthu,4,18,16039262,2,#9YQGQGRVR,#LVCQ8RU20,3,3,100,#LVCQ8RU20,Md.Rifat,4,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#G0CG2G8R,Rising Tigers,28,2026-06-22 09:34:39,15,league
#8VJU02QGJ,Thuria,5,18,16039262,3,#8VJU02QGJ,#Y8Y8L892Y,3,3,100,#Y8Y8L892Y,Parvej Mollik,2,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#G0CG2G8R,Rising Tigers,28,2026-06-22 09:34:39,15,league
#999QY98Q,MV Manager,3,18,16039262,4,#999QY98Q,#L28P98L0,3,3,100,#L28P98L0,HuNtEr RaFiQ,1,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#G0CG2G8R,Rising Tigers,28,2026-06-22 09:34:39,15,league
#22L9CVGQG,BrazilianHeIIz,2,18,16039262,5,#22L9CVGQG,#LL0P0UC,3,3,100,#LL0P0UC,akash 2,6,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#G0CG2G8R,Rising Tigers,28,2026-06-22 09:34:39,15,league
#LPLQC28RC,Rogério ™,9,18,16039262,6,#LPLQC28RC,#98R22PVL9,3,3,100,#98R22PVL9,♛ N A S I M ♛,10,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#G0CG2G8R,Rising Tigers,28,2026-06-22 09:34:39,15,league
#G9LPQQJG2,scoqui,13,18,16039262,7,#G9LPQQJG2,#2VVP9GRPJ,3,3,100,#2VVP9GRPJ,RT❤️Akash-King,15,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#G0CG2G8R,Rising Tigers,28,2026-06-22 09:34:39,15,league
#QCJYP29C2,Kingslayer,11,18,16039262,8,#QCJYP29C2,#80RCCV2QP,3,3,100,#80RCCV2QP,RoBert AlieN™★,13,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#G0CG2G8R,Rising Tigers,28,2026-06-22 09:34:39,15,league
#PQVRVGV89,Guilherme,8,18,16039262,9,#PQVRVGV89,#L2JP0CPJG,3,3,100,#L2JP0CPJG,Samyak,7,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#G0CG2G8R,Rising Tigers,28,2026-06-22 09:34:39,15,league
#LVCQ8RU20,Md.Rifat,4,18,16039262,10,#LVCQ8RU20,#9LYR8GRG,3,3,100,#9LYR8GRG,CMN,1,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#G0CG2G8R,Rising Tigers,28,2026-06-22 09:34:39,15,league
#80RCCV2QP,RoBert AlieN™★,13,18,16039262,11,#80RCCV2QP,#999QY98Q,2,2,94,#999QY98Q,MV Manager,3,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#G0CG2G8R,Rising Tigers,28,2026-06-22 09:34:39,15,league
#9VVCQQG80,R.T❤️CoPa-Samsu,16,18,16039262,12,#9VVCQQG80,#8VJU02QGJ,2,2,97,#8VJU02QGJ,Thuria,5,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#G0CG2G8R,Rising Tigers,28,2026-06-22 09:34:39,15,league
#R8VUCJL8,MarceloG,7,18,16039262,13,#R8VUCJL8,#2CGP2GUY8,3,3,100,#2CGP2GUY8,ECB❤ RIFAT™‼,5,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#G0CG2G8R,Rising Tigers,28,2026-06-22 09:34:39,15,league
#2P9PV98G,GirafaAssassina,10,18,16039262,14,#2P9PV98G,#QPG0V9YQ2,3,3,100,#QPG0V9YQ2,★★RT★SH AKIB★BD,8,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#G0CG2G8R,Rising Tigers,28,2026-06-22 09:34:39,15,league
#2VVP9GRPJ,RT❤️Akash-King,15,18,16039262,15,#2VVP9GRPJ,#8GRGU08JU,3,3,100,#8GRGU08JU,Monspiet,6,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#G0CG2G8R,Rising Tigers,28,2026-06-22 09:34:39,15,league
#LL0P0UC,akash 2,6,18,16039262,16,#LL0P0UC,#R8VUCJL8,3,3,100,#R8VUCJL8,MarceloG,7,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#G0CG2G8R,Rising Tigers,28,2026-06-22 09:34:39,15,league
#2LJJPQ80Y,°°°AKiLiS°°°,14,18,16039262,17,#2LJJPQ80Y,#9VVCQQG80,3,3,100,#9VVCQQG80,R.T❤️CoPa-Samsu,16,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#G0CG2G8R,Rising Tigers,28,2026-06-22 09:34:39,15,league
#9LJQLJQU2,_RoyaL.UnitY★★★,11,18,16039262,18,#9LJQLJQU2,#PQVRVGV89,3,3,100,#PQVRVGV89,Guilherme,8,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#G0CG2G8R,Rising Tigers,28,2026-06-22 09:34:39,15,league
#L28P98L0,HuNtEr RaFiQ,1,18,16039262,19,#L28P98L0,#LPLQC28RC,3,3,100,#LPLQC28RC,Rogério ™,9,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#G0CG2G8R,Rising Tigers,28,2026-06-22 09:34:39,15,league
#Y8Y8L892Y,Parvej Mollik,2,18,16039262,20,#Y8Y8L892Y,#2P9PV98G,3,3,100,#2P9PV98G,GirafaAssassina,10,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#G0CG2G8R,Rising Tigers,28,2026-06-22 09:34:39,15,league
#8QQLGY9PJ,nil Babu,18,18,16039262,21,#8QQLGY9PJ,#QCJYP29C2,3,3,100,#QCJYP29C2,Kingslayer,11,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#G0CG2G8R,Rising Tigers,28,2026-06-22 09:34:39,15,league
#2VG2PQRCV,mehedi,14,18,16039262,22,#2VG2PQRCV,#9GPRPC02R,2,2,90,#9GPRPC02R,BRUTHUTHUSII's,15,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#G0CG2G8R,Rising Tigers,28,2026-06-22 09:34:39,15,league
#98R22PVL9,♛ N A S I M ♛,10,18,16039262,23,#98R22PVL9,#PCU8RGJ09,3,3,100,#PCU8RGJ09,FERT,12,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#G0CG2G8R,Rising Tigers,28,2026-06-22 09:34:39,15,league
#QPG0V9YQ2,★★RT★SH AKIB★BD,8,18,16039262,24,#QPG0V9YQ2,#G9LPQQJG2,3,3,100,#G9LPQQJG2,scoqui,13,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#G0CG2G8R,Rising Tigers,28,2026-06-22 09:34:39,15,league
#9LYR8GRG,CMN,1,18,16039262,25,#9LYR8GRG,#9LJQLJQU2,3,3,100,#9LJQLJQU2,_RoyaL.UnitY★★★,11,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#G0CG2G8R,Rising Tigers,28,2026-06-22 09:34:39,15,league
