tag,name,rank,thLevel,warID,order_,attackerTag,defenderTag,stars,new_stars,destructionPercentage,war_player.defenderTag,defenderName,defenderRank,defenderTH,attacker_is_home_clan,home_clan_tag,home_clan_name,home_clan_level,enemy_clan_tag,enemy_clan_name,enemy_clan_level,war_start_time,war_size,type
#LPLQC28RC,Rogério ™,8,18,16015678,50,#LPLQC28RC,#LP28P0YV,2,0,69,#LP28P0YV,Soyinho,1,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#QVQYG2LUU,翻江倒海大肉蛆,20,18,16015678,51,#QVQYG2LUU,#P9PU808LR,2,2,97,#P9PU808LR,* BAN DU LA *,19,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#2YUJGPLG,Renan,6,18,16015678,52,#2YUJGPLG,#2LJJPQ80Y,3,3,100,#2LJJPQ80Y,°°°AKiLiS°°°,12,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#8LP92G22,⚡THOR⚡,19,18,16015678,53,#8LP92G22,#P9PU808LR,3,1,100,#P9PU808LR,* BAN DU LA *,19,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#GYCYYQ0V,bin,2,18,16015678,54,#GYCYYQ0V,#PCU8RGJ09,3,3,100,#PCU8RGJ09,FERT,13,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#GYCYYQ0V,bin,2,18,16015678,55,#GYCYYQ0V,#28YVVU2RP,3,3,100,#28YVVU2RP,Ghensis Khan,14,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#R8VUCJL8,MarceloG,10,18,16015678,56,#R8VUCJL8,#LP28P0YV,3,0,100,#LP28P0YV,Soyinho,1,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#R8VUCJL8,MarceloG,10,18,16015678,57,#R8VUCJL8,#GYCYYQ0V,3,0,100,#GYCYYQ0V,bin,2,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#8LP92G22,⚡THOR⚡,19,18,16015678,58,#8LP92G22,#R8VUCJL8,3,1,100,#R8VUCJL8,MarceloG,10,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#LP28P0YV,Soyinho,1,18,16015678,59,#LP28P0YV,#YC9C9PLR,3,3,100,#YC9C9PLR,CL0VAO,15,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#LP28P0YV,Soyinho,1,18,16015678,60,#LP28P0YV,#9GPRPC02R,3,3,100,#9GPRPC02R,BRUTHUTHUSII's,16,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#8GRGU08JU,Monspiet,6,18,16015678,61,#8GRGU08JU,#LP28P0YV,1,0,55,#LP28P0YV,Soyinho,1,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#8GRGU08JU,Monspiet,6,18,16015678,62,#8GRGU08JU,#GYCYYQ0V,1,0,30,#GYCYYQ0V,bin,2,18,1,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#PCQ00JUU,Jovani,12,18,16015678,63,#PCQ00JUU,#QCJYP29C2,2,0,70,#QCJYP29C2,Kingslayer,9,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#J9Y28VV2,✌Black Wolf✌,3,18,16015678,64,#J9Y28VV2,#QCJYP29C2,3,1,100,#QCJYP29C2,Kingslayer,9,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#J9Y28VV2,✌Black Wolf✌,3,18,16015678,65,#J9Y28VV2,#CQVGL9YC,3,3,100,#CQVGL9YC,Yokai,18,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#C0Q2QQ0G,Carlos Stefan,14,18,16015678,66,#C0Q2QQ0G,#9LYR8GRG,1,0,8,#9LYR8GRG,CMN,2,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#C0Q2QQ0G,Carlos Stefan,14,18,16015678,67,#C0Q2QQ0G,#8VJU02QGJ,1,0,6,#8VJU02QGJ,Thuria,3,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#29QPV2YG,tiago-mooca,17,18,16015678,68,#29QPV2YG,#9LYR8GRG,1,0,14,#9LYR8GRG,CMN,2,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#29QPV2YG,tiago-mooca,17,18,16015678,69,#29QPV2YG,#8VJU02QGJ,1,0,14,#8VJU02QGJ,Thuria,3,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#ULJPY8QR,⚡⚡⚡ⓅⒽⓏⒺⓇⒶⓃⒹⓄ⚡⚡⚡,7,18,16015678,70,#ULJPY8QR,#9YQGQGRVR,3,0,100,#9YQGQGRVR,Thuthu,1,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#ULJPY8QR,⚡⚡⚡ⓅⒽⓏⒺⓇⒶⓃⒹⓄ⚡⚡⚡,7,18,16015678,71,#ULJPY8QR,#9LYR8GRG,1,0,13,#9LYR8GRG,CMN,2,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#9U9YP8G9U,⚡⚡ⓅⒽⓏⒺⓇⒶⓃⒹⓄ⚡⚡,15,18,16015678,72,#9U9YP8G9U,#9YQGQGRVR,2,0,75,#9YQGQGRVR,Thuthu,1,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#9U9YP8G9U,⚡⚡ⓅⒽⓏⒺⓇⒶⓃⒹⓄ⚡⚡,15,18,16015678,73,#9U9YP8G9U,#8VJU02QGJ,2,0,55,#8VJU02QGJ,Thuria,3,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#LQL292PLJ,⚡ⓅⒽⓏⒺⓇⒶⓃⒹⓄ⚡,4,18,16015678,74,#LQL292PLJ,#9YQGQGRVR,3,0,100,#9YQGQGRVR,Thuthu,1,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#PCQ00JUU,Jovani,12,18,16015678,75,#PCQ00JUU,#9LYR8GRG,2,0,82,#9LYR8GRG,CMN,2,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#LQL292PLJ,⚡ⓅⒽⓏⒺⓇⒶⓃⒹⓄ⚡,4,18,16015678,76,#LQL292PLJ,#8VJU02QGJ,3,0,100,#8VJU02QGJ,Thuria,3,18,0,#90YVJJC8,BRAZILIAN HOUSE,30,#GVP82Q8,Empires War Gyn,27,2026-06-12 01:13:07,20,normal
#9YQGQGRVR,Thuthu,1,18,16010393,1,#9YQGQGRVR,#89R2LP8C8,3,3,100,#89R2LP8C8,ᶦ ᵃᵐＴｏｎｙツ,6,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#8VJU02QGJ,Thuria,3,18,16010393,2,#8VJU02QGJ,#GJQ80U8U,3,3,100,#GJQ80U8U,ᴮᵃᵘᵈᵉˡᵃⁱʳᵉ✒️,1,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#QCJYP29C2,Kingslayer,10,18,16010393,3,#QCJYP29C2,#9YU80P2QU,3,3,100,#9YU80P2QU,Ｔｏｎｙツ,9,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#22L9CVGQG,BrazilianHeIIz,4,18,16010393,4,#22L9CVGQG,#8RC0C889Q,3,3,100,#8RC0C889Q,Yassaf 7u7,5,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#G9LPQQJG2,scoqui,13,18,16010393,5,#G9LPQQJG2,#R9JPL82L,3,3,100,#R9JPL82L,Daniel tercero,14,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#LPLQC28RC,Rogério ™,8,18,16010393,6,#LPLQC28RC,#90U88UC82,3,3,100,#90U88UC82,alex,7,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#9LYR8GRG,CMN,2,18,16010393,7,#9LYR8GRG,#2YYRPQP82,3,3,100,#2YYRPQP82,❄️ԺԾעԹɧƙɿɿՌ❄️,11,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#QCQPJV2,Cesar Goulart,5,18,16010393,8,#QCQPJV2,#2Q9JQ0GCP,1,1,94,#2Q9JQ0GCP,Yassaf uwu,15,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#2P9PV98G,GirafaAssassina,9,18,16010393,9,#2P9PV98G,#UVCV0JVQ,3,3,100,#UVCV0JVQ,Fernando Cheves,3,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#R8VUCJL8,MarceloG,12,18,16010393,10,#R8VUCJL8,#P8YC8JQU,3,3,100,#P8YC8JQU,alex18,2,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#PQVRVGV89,Guilherme,7,18,16010393,11,#PQVRVGV89,#CU0CUPYQ,3,3,100,#CU0CUPYQ,RoCheves,8,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#2LJJPQ80Y,°°°AKiLiS°°°,14,18,16010393,12,#2LJJPQ80Y,#20RYJ0Y9J,3,3,100,#20RYJ0Y9J,ʎɐssɐℲ ㄥnㄥ,10,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#PCU8RGJ09,FERT,15,18,16010393,13,#PCU8RGJ09,#8YV8UG088,3,3,100,#8YV8UG088,Leͥonͣaͫrdo,4,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#CU0CUPYQ,RoCheves,8,18,16010393,14,#CU0CUPYQ,#LPLQC28RC,3,3,100,#LPLQC28RC,Rogério ™,8,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#9YU80P2QU,Ｔｏｎｙツ,9,18,16010393,15,#9YU80P2QU,#2P9PV98G,2,2,88,#2P9PV98G,GirafaAssassina,9,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#9GPRPC02R,BRUTHUTHUSII's,17,18,16010393,16,#9GPRPC02R,#2VRRVY9V2,3,3,100,#2VRRVY9V2,⭐Saintlyharpy⭐,13,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#8GRGU08JU,Monspiet,6,18,16010393,17,#8GRGU08JU,#2UCGRYJUG,3,3,100,#2UCGRYJUG,ᴾᵃᵃʳᵗʰᵘʳⁿᵃˣ☀️,12,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#89R2LP8C8,ᶦ ᵃᵐＴｏｎｙツ,6,18,16010393,18,#89R2LP8C8,#8GRGU08JU,2,2,79,#8GRGU08JU,Monspiet,6,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#8YV8UG088,Leͥonͣaͫrdo,4,18,16010393,19,#8YV8UG088,#22L9CVGQG,2,2,81,#22L9CVGQG,BrazilianHeIIz,4,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#GJQ80U8U,ᴮᵃᵘᵈᵉˡᵃⁱʳᵉ✒️,1,18,16010393,20,#GJQ80U8U,#9YQGQGRVR,3,3,100,#9YQGQGRVR,Thuthu,1,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#20RYJ0Y9J,ʎɐssɐℲ ㄥnㄥ,10,18,16010393,21,#20RYJ0Y9J,#QCJYP29C2,3,3,100,#QCJYP29C2,Kingslayer,10,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#2VRRVY9V2,⭐Saintlyharpy⭐,13,18,16010393,22,#2VRRVY9V2,#2LJJPQ80Y,2,2,97,#2LJJPQ80Y,°°°AKiLiS°°°,14,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#2YYRPQP82,❄️ԺԾעԹɧƙɿɿՌ❄️,11,18,16010393,23,#2YYRPQP82,#R8VUCJL8,2,2,83,#R8VUCJL8,MarceloG,12,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#2UCGRYJUG,ᴾᵃᵃʳᵗʰᵘʳⁿᵃˣ☀️,12,18,16010393,24,#2UCGRYJUG,#G9LPQQJG2,3,3,100,#G9LPQQJG2,scoqui,13,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#2Q9JQ0GCP,Yassaf uwu,15,18,16010393,25,#2Q9JQ0GCP,#9GPRPC02R,2,2,94,#9GPRPC02R,BRUTHUTHUSII's,17,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#R9JPL82L,Daniel tercero,14,18,16010393,26,#R9JPL82L,#PCU8RGJ09,2,2,75,#PCU8RGJ09,FERT,15,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#P8YC8JQU,alex18,2,18,16010393,27,#P8YC8JQU,#9LYR8GRG,3,3,100,#9LYR8GRG,CMN,2,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#8RC0C889Q,Yassaf 7u7,5,18,16010393,28,#8RC0C889Q,#QCQPJV2,3,3,100,#QCQPJV2,Cesar Goulart,5,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#90U88UC82,alex,7,18,16010393,29,#90U88UC82,#PQVRVGV89,3,3,100,#PQVRVGV89,Guilherme,7,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#UVCV0JVQ,Fernando Cheves,3,18,16010393,30,#UVCV0JVQ,#8VJU02QGJ,2,2,83,#8VJU02QGJ,Thuria,3,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#2G0LQ2LLP,M. E. C. A.,13,2026-06-09 03:16:50,15,league
#9J0RL8Q0R,Asik,23,18,16004418,1,#9J0RL8Q0R,#9YQGQGRVR,1,1,87,#9YQGQGRVR,Thuthu,1,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#8VJU02QGJ,Thuria,3,18,16004418,2,#8VJU02QGJ,#8P929GY8,3,3,100,#8P929GY8,Argus,18,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#9YQGQGRVR,Thuthu,1,18,16004418,3,#9YQGQGRVR,#9VYYGLQV,3,3,100,#9VYYGLQV,Accurrius,1,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#8UQJQRQPU,boloy,4,18,16004418,4,#8UQJQRQPU,#22L9CVGQG,3,3,100,#22L9CVGQG,BrazilianHeIIz,4,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#J9G88PUR,Master Saitama,12,18,16004418,5,#J9G88PUR,#9LYR8GRG,3,3,100,#9LYR8GRG,CMN,2,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#22L9CVGQG,BrazilianHeIIz,4,18,16004418,6,#22L9CVGQG,#8UQJQRQPU,2,2,95,#8UQJQRQPU,boloy,4,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#PGVU228YP,NIGHTMARE,6,18,16004418,7,#PGVU228YP,#8VJU02QGJ,3,3,100,#8VJU02QGJ,Thuria,3,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#CRJ0U2QP,sam_ROBINHOOD,16,18,16004418,8,#CRJ0U2QP,#R8VUCJL8,2,2,78,#R8VUCJL8,MarceloG,12,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#9LYR8GRG,CMN,2,18,16004418,9,#9LYR8GRG,#208CP2LRP,3,3,100,#208CP2LRP,Rian,10,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#LPLQC28RC,Rogério ™,8,18,16004418,10,#LPLQC28RC,#8UVQRGC0U,3,3,100,#8UVQRGC0U,Brightblade,24,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#QCQPJV2,Cesar Goulart,5,18,16004418,11,#QCQPJV2,#Y02LURQ2Y,3,3,100,#Y02LURQ2Y,vishu,14,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#9VQ0Q82P9,Legend Jimmy,11,18,16004418,12,#9VQ0Q82P9,#PQVRVGV89,3,3,100,#PQVRVGV89,Guilherme,7,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#PQVRVGV89,Guilherme,7,18,16004418,13,#PQVRVGV89,#PGVU228YP,3,3,100,#PGVU228YP,NIGHTMARE,6,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#G9LPQQJG2,scoqui,13,18,16004418,14,#G9LPQQJG2,#J9G88PUR,3,3,100,#J9G88PUR,Master Saitama,12,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#QCJYP29C2,Kingslayer,10,18,16004418,15,#QCJYP29C2,#9J0RL8Q0R,3,3,100,#9J0RL8Q0R,Asik,23,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#QLQUCJCC,QG,5,18,16004418,16,#QLQUCJCC,#LPLQC28RC,3,3,100,#LPLQC28RC,Rogério ™,8,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#Y02LURQ2Y,vishu,14,18,16004418,17,#Y02LURQ2Y,#2LJJPQ80Y,3,3,100,#2LJJPQ80Y,°°°AKiLiS°°°,14,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#8UVQRGC0U,Brightblade,24,18,16004418,18,#8UVQRGC0U,#QCQPJV2,3,3,100,#QCQPJV2,Cesar Goulart,5,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#28GQCP2VP,Raejin,20,18,16004418,19,#28GQCP2VP,#8GRGU08JU,3,3,100,#8GRGU08JU,Monspiet,6,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#8P929GY8,Argus,18,18,16004418,20,#8P929GY8,#2P9PV98G,3,3,100,#2P9PV98G,GirafaAssassina,9,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#R8VUCJL8,MarceloG,12,18,16004418,21,#R8VUCJL8,#QJQJYUGG,3,3,100,#QJQJYUGG,master woo,2,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#2LJJPQ80Y,°°°AKiLiS°°°,14,18,16004418,22,#2LJJPQ80Y,#28GQCP2VP,3,3,100,#28GQCP2VP,Raejin,20,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#QJQJYUGG,master woo,2,18,16004418,23,#QJQJYUGG,#QCJYP29C2,3,3,100,#QCJYP29C2,Kingslayer,10,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#JL2PJ0PV,Hazzy,3,18,16004418,24,#JL2PJ0PV,#PCU8RGJ09,3,3,100,#PCU8RGJ09,FERT,15,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#9GPRPC02R,BRUTHUTHUSII's,17,18,16004418,25,#9GPRPC02R,#CRJ0U2QP,3,3,100,#CRJ0U2QP,sam_ROBINHOOD,16,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#PCU8RGJ09,FERT,15,18,16004418,26,#PCU8RGJ09,#QLQUCJCC,3,3,100,#QLQUCJCC,QG,5,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#8GRGU08JU,Monspiet,6,18,16004418,27,#8GRGU08JU,#9VQ0Q82P9,3,3,100,#9VQ0Q82P9,Legend Jimmy,11,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#9VYYGLQV,Accurrius,1,18,16004418,28,#9VYYGLQV,#G9LPQQJG2,2,2,85,#G9LPQQJG2,scoqui,13,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#2P9PV98G,GirafaAssassina,9,18,16004418,29,#2P9PV98G,#JL2PJ0PV,3,3,100,#JL2PJ0PV,Hazzy,3,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#208CP2LRP,Rian,10,18,16004418,30,#208CP2LRP,#9GPRPC02R,3,3,100,#9GPRPC02R,BRUTHUTHUSII's,17,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#9L22CVL2,Elite Hunters,37,2026-06-08 03:16:42,15,league
#22L9CVGQG,BrazilianHeIIz,5,18,15998667,1,#22L9CVGQG,#2U9QCUJ8,1,1,89,#2U9QCUJ8,عـ♥ـلَــــوٌشـ♥,1,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#8LJRP98R,ابطال الرافدين,29,2026-06-07 03:13:05,15,league
#9YQGQGRVR,Thuthu,1,18,15998667,2,#9YQGQGRVR,#LGVQP28G8,3,3,100,#LGVQP28G8,جســام,7,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#8LJRP98R,ابطال الرافدين,29,2026-06-07 03:13:05,15,league
#8VJU02QGJ,Thuria,2,18,15998667,3,#8VJU02QGJ,#Q2C2QRYPU,3,3,100,#Q2C2QRYPU,℘₰حـسـن℘,12,18,1,#90YVJJC8,BRAZILIAN HOUSE,29,#8LJRP98R,ابطال الرافدين,29,2026-06-07 03:13:05,15,league
#P08QRQ2PC,علي السلطان,3,18,15998667,4,#P08QRQ2PC,#9LYR8GRG,3,3,100,#9LYR8GRG,CMN,3,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#8LJRP98R,ابطال الرافدين,29,2026-06-07 03:13:05,15,league
#L8J29CPU0,Ayoub,10,18,15998667,5,#L8J29CPU0,#LPLQC28RC,2,2,94,#LPLQC28RC,Rogério ™,9,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#8LJRP98R,ابطال الرافدين,29,2026-06-07 03:13:05,15,league
#Q2C2QRYPU,℘₰حـسـن℘,12,18,15998667,6,#Q2C2QRYPU,#22L9CVGQG,2,2,97,#22L9CVGQG,BrazilianHeIIz,5,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#8LJRP98R,ابطال الرافدين,29,2026-06-07 03:13:05,15,league
#8R0CCVLC,AL-BHADLY,9,18,15998667,7,#8R0CCVLC,#9YQGQGRVR,2,2,85,#9YQGQGRVR,Thuthu,1,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#8LJRP98R,ابطال الرافدين,29,2026-06-07 03:13:05,15,league
#Y92JY2RV2,⭐⭐King⭐⭐,6,18,15998667,8,#Y92JY2RV2,#8VJU02QGJ,2,2,89,#8VJU02QGJ,Thuria,2,18,0,#90YVJJC8,BRAZILIAN HOUSE,29,#8LJRP98R,ابطال الرافدين,29,2026-06-07 03:13:05,15,league
